Store id,Cogs,Date,Market Size,Regional Performance,Marketing,Product Line,Product Type,Product,Profit,Sales,State,Target COGS,Target Profit,Target Sales,Other Expenses,Total Sales,Total Profit,ProftMargin,Marketing spend,Actual Variance,Cost of Goods Sold (COGS), ROI on Marketing,Product Category,COGS overview, Revenue (Sales)
971,29,01-12-2012,Small Market,West,8,Leaves,Tea,Darjeeling,25,73,Oregon,20,30,50,19,#REF!,#REF!,34%,8,23,9,3.125,Low Profit,29,73
937,21,01-10-2013,Major Market,Central,5,Leaves,Herbal Tea,Chamomile,24,56,Ohio,0,30,30,16,#REF!,#REF!,43%,5,26,21,4.8,Low Profit,21,56
937,27,01-10-2013,Major Market,Central,7,Leaves,Herbal Tea,Lemon,30,70,Ohio,10,30,40,19,#REF!,#REF!,43%,7,30,17,4.285714286,Low Profit,27,70
786,56,01-10-2013,Major Market,East,21,Leaves,Herbal Tea,Lemon,24,134,Florida,30,20,60,54,#REF!,#REF!,18%,21,74,26,1.142857143,Low Profit,56,134
339,54,01-10-2013,Major Market,East,20,Leaves,Herbal Tea,Lemon,19,128,Massachusetts,30,20,60,53,#REF!,#REF!,15%,20,68,24,0.95,Low Profit,54,128
781,21,01-10-2013,Major Market,East,5,Leaves,Tea,Green Tea,22,56,Massachusetts,20,30,50,17,#REF!,#REF!,39%,5,6,1,4.4,Low Profit,21,56
505,39,01-10-2013,Small Market,South,12,Beans,Espresso,Decaf Espresso,21,98,New Mexico,20,20,50,39,#REF!,#REF!,21%,12,48,19,1.75,Low Profit,39,98
775,23,01-10-2013,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,10,30,40,18,#REF!,#REF!,40%,6,22,13,4.166666667,Low Profit,23,62
515,21,01-10-2013,Small Market,Central,5,Beans,Coffee,Amaretto,22,55,Iowa,10,30,40,16,#REF!,#REF!,40%,5,15,11,4.4,Low Profit,21,55
603,25,01-10-2013,Small Market,East,9,Beans,Espresso,Regular Espresso,-18,60,New Hampshire,10,10,40,43,#REF!,#REF!,-30%,9,20,15,-2,Low Profit,25,60
580,21,01-10-2013,Small Market,South,5,Beans,Espresso,Caffe Mocha,22,56,Oklahoma,0,30,30,17,#REF!,#REF!,39%,5,26,21,4.4,Low Profit,21,56
702,0,01-10-2013,Small Market,West,0,Beans,Espresso,Caffe Latte,47,46,Nevada,0,30,30,11,#REF!,#REF!,102%,0,16,0,#DIV/0!,Low Profit,0,46
603,34,01-10-2013,Small Market,East,12,Leaves,Herbal Tea,Lemon,-4,82,New Hampshire,10,20,40,46,#REF!,#REF!,-5%,12,42,24,-0.333333333,Low Profit,34,82
505,21,01-10-2013,Small Market,South,5,Leaves,Herbal Tea,Chamomile,21,55,New Mexico,10,30,40,17,#REF!,#REF!,38%,5,15,11,4.2,Low Profit,21,55
971,25,01-10-2013,Small Market,West,7,Leaves,Herbal Tea,Chamomile,25,65,Oregon,10,30,40,19,#REF!,#REF!,38%,7,25,15,3.571428571,Low Profit,25,65
314,34,01-10-2013,Small Market,Central,12,Leaves,Tea,Green Tea,-4,82,Missouri,10,10,40,46,#REF!,#REF!,-5%,12,42,24,-0.333333333,Low Profit,34,82
603,21,01-10-2013,Small Market,East,5,Leaves,Tea,Darjeeling,21,55,New Hampshire,20,30,50,17,#REF!,#REF!,38%,5,5,1,4.2,Low Profit,21,55
435,39,01-10-2013,Small Market,West,12,Leaves,Tea,Earl Grey,21,98,Utah,10,20,40,39,#REF!,#REF!,21%,12,58,29,1.75,Low Profit,39,98
509,46,01-10-2013,Small Market,West,14,Leaves,Tea,Earl Grey,46,120,Washington,20,30,50,36,#REF!,#REF!,38%,14,70,26,3.285714286,Low Profit,46,120
775,22,01-11-2013,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,60,Nevada,20,20,50,17,#REF!,#REF!,42%,6,10,2,4.166666667,Low Profit,22,60
505,34,01-11-2013,Small Market,South,12,Beans,Espresso,Caffe Latte,-6,81,New Mexico,20,-10,50,46,#REF!,#REF!,-7%,12,31,14,-0.5,Low Profit,34,81
425,22,01-11-2013,Small Market,West,7,Beans,Espresso,Caffe Latte,16,55,Washington,20,20,50,19,#REF!,#REF!,29%,7,5,2,2.285714286,Low Profit,22,55
603,33,01-11-2013,Small Market,East,12,Leaves,Herbal Tea,Lemon,-6,79,New Hampshire,20,0,50,45,#REF!,#REF!,-8%,12,29,13,-0.5,Low Profit,33,79
505,29,01-11-2013,Small Market,South,8,Leaves,Herbal Tea,Lemon,7,68,New Mexico,20,10,50,30,#REF!,#REF!,10%,8,18,9,0.875,Low Profit,29,68
541,25,01-11-2013,Small Market,West,7,Leaves,Herbal Tea,Chamomile,28,67,Oregon,20,20,50,19,#REF!,#REF!,42%,7,17,5,4,Low Profit,25,67
603,15,01-11-2013,Small Market,East,4,Leaves,Tea,Darjeeling,12,42,New Hampshire,10,20,40,16,#REF!,#REF!,29%,4,2,5,3,Low Profit,15,42
503,32,01-11-2013,Small Market,West,8,Leaves,Tea,Darjeeling,42,85,Oregon,20,30,50,20,#REF!,#REF!,49%,8,35,12,5.25,Low Profit,32,85
435,35,01-11-2013,Small Market,West,11,Leaves,Tea,Earl Grey,13,87,Utah,20,10,50,38,#REF!,#REF!,15%,11,37,15,1.181818182,Low Profit,35,87
435,34,01-11-2013,Small Market,West,12,Leaves,Tea,Green Tea,-4,81,Utah,20,0,50,45,#REF!,#REF!,-5%,12,31,14,-0.333333333,Low Profit,34,81
904,24,01-12-2013,Major Market,East,7,Leaves,Herbal Tea,Chamomile,18,60,Florida,10,20,40,20,#REF!,#REF!,30%,7,20,14,2.571428571,Low Profit,24,60
505,38,01-12-2013,Small Market,South,12,Beans,Espresso,Decaf Espresso,18,95,New Mexico,30,0,60,39,#REF!,#REF!,19%,12,35,8,1.5,Low Profit,38,95
775,23,01-12-2013,Small Market,West,6,Beans,Espresso,Decaf Espresso,25,62,Nevada,20,20,50,18,#REF!,#REF!,40%,6,12,3,4.166666667,Low Profit,23,62
563,16,01-12-2013,Small Market,Central,4,Beans,Coffee,Amaretto,15,44,Iowa,10,20,40,15,#REF!,#REF!,34%,4,4,6,3.75,Low Profit,16,44
641,31,01-12-2013,Small Market,Central,9,Beans,Coffee,Colombian,12,74,Iowa,30,10,60,30,#REF!,#REF!,16%,9,14,1,1.333333333,Low Profit,31,74
603,20,01-12-2013,Small Market,East,7,Beans,Espresso,Regular Espresso,-24,48,New Hampshire,10,0,40,41,#REF!,#REF!,-50%,7,8,10,-3.428571429,Low Profit,20,48
580,29,01-12-2013,Small Market,South,8,Beans,Espresso,Caffe Mocha,36,78,Oklahoma,20,20,50,20,#REF!,#REF!,46%,8,28,9,4.5,Low Profit,29,78
206,24,01-12-2013,Small Market,West,7,Beans,Espresso,Caffe Latte,19,60,Washington,20,20,50,19,#REF!,#REF!,32%,7,10,4,2.714285714,Low Profit,24,60
503,24,01-12-2013,Small Market,West,6,Leaves,Herbal Tea,Chamomile,28,64,Oregon,20,20,50,17,#REF!,#REF!,44%,6,14,4,4.666666667,Low Profit,24,64
603,16,01-12-2013,Small Market,East,4,Leaves,Tea,Darjeeling,15,44,New Hampshire,10,20,40,15,#REF!,#REF!,34%,4,4,6,3.75,Low Profit,16,44
541,29,01-12-2013,Small Market,West,8,Leaves,Tea,Darjeeling,37,78,Oregon,20,30,50,19,#REF!,#REF!,47%,8,28,9,4.625,Low Profit,29,78
915,76,01-10-2012,Major Market,South,21,Beans,Espresso,Decaf Espresso,78,187,Texas,40,80,120,33,#REF!,#REF!,42%,21,67,36,3.714285714,Low Profit,76,187
713,52,01-10-2012,Major Market,South,17,Leaves,Herbal Tea,Chamomile,26,123,Texas,30,70,110,45,#REF!,#REF!,21%,17,13,22,1.529411765,Low Profit,52,123
217,76,01-10-2012,Major Market,Central,21,Leaves,Tea,Darjeeling,78,187,Illinois,50,80,130,33,#REF!,#REF!,42%,21,57,26,3.714285714,Low Profit,76,187
847,72,01-10-2012,Major Market,Central,23,Leaves,Tea,Earl Grey,55,182,Illinois,50,50,130,55,#REF!,#REF!,30%,23,52,22,2.391304348,Low Profit,72,182
660,65,01-10-2012,Small Market,Central,20,Beans,Coffee,Decaf Irish Cream,35,142,Missouri,50,70,130,42,#REF!,#REF!,25%,20,12,15,1.75,Low Profit,65,142
660,32,01-10-2012,Small Market,Central,8,Beans,Espresso,Decaf Espresso,28,79,Missouri,30,80,110,19,#REF!,#REF!,35%,8,-31,2,3.5,Low Profit,32,79
405,82,01-10-2012,Small Market,South,27,Beans,Espresso,Decaf Espresso,65,205,Oklahoma,50,60,130,58,#REF!,#REF!,32%,27,75,32,2.407407407,Low Profit,82,205
715,56,01-10-2012,Small Market,Central,21,Beans,Coffee,Amaretto,15,126,Wisconsin,40,50,120,55,#REF!,#REF!,12%,21,6,16,0.714285714,Low Profit,56,126
405,91,01-10-2012,Small Market,South,28,Beans,Espresso,Caffe Latte,76,218,Oklahoma,50,70,130,51,#REF!,#REF!,35%,28,88,41,2.714285714,Low Profit,91,218
414,60,01-10-2012,Small Market,Central,18,Leaves,Herbal Tea,Chamomile,57,159,Wisconsin,40,80,120,42,#REF!,#REF!,36%,18,39,20,3.166666667,Low Profit,60,159
419,55,01-11-2012,Major Market,Central,20,Beans,Espresso,Decaf Espresso,16,124,Ohio,70,40,150,53,#REF!,#REF!,13%,20,-26,-15,0.8,Low Profit,55,124
330,59,01-11-2012,Major Market,Central,19,Beans,Coffee,Amaretto,33,138,Ohio,50,50,130,46,#REF!,#REF!,24%,19,8,9,1.736842105,Low Profit,59,138
650,75,01-11-2012,Major Market,West,24,Leaves,Tea,Green Tea,59,189,California,50,40,130,55,#REF!,#REF!,31%,24,59,25,2.458333333,Low Profit,75,189
314,69,01-11-2012,Small Market,Central,21,Beans,Coffee,Decaf Irish Cream,38,150,Missouri,60,40,140,43,#REF!,#REF!,25%,21,10,9,1.80952381,Low Profit,69,150
503,46,01-11-2012,Small Market,West,14,Beans,Coffee,Decaf Irish Cream,32,114,Oregon,50,50,130,36,#REF!,#REF!,28%,14,-16,-4,2.285714286,Low Profit,46,114
206,75,01-11-2012,Small Market,West,23,Beans,Espresso,Decaf Espresso,45,164,Washington,70,40,150,44,#REF!,#REF!,27%,23,14,5,1.956521739,Low Profit,75,164
203,61,01-11-2012,Small Market,East,55,Beans,Espresso,Caffe Mocha,2,147,Connecticut,60,10,140,84,#REF!,#REF!,1%,55,7,1,0.036363636,Low Profit,61,147
225,47,01-11-2012,Small Market,South,13,Beans,Coffee,Colombian,44,115,Louisiana,50,60,130,24,#REF!,#REF!,38%,13,-15,-3,3.384615385,Low Profit,47,115
541,52,01-11-2012,Small Market,West,47,Beans,Coffee,Amaretto,-4,125,Oregon,60,10,140,77,#REF!,#REF!,-3%,47,-15,-8,-0.085106383,Low Profit,52,125
435,53,01-11-2012,Small Market,West,17,Beans,Coffee,Colombian,27,124,Utah,60,50,140,44,#REF!,#REF!,22%,17,-16,-7,1.588235294,Low Profit,53,124
503,59,01-11-2012,Small Market,West,19,Beans,Espresso,Caffe Mocha,33,138,Oregon,50,50,130,46,#REF!,#REF!,24%,19,8,9,1.736842105,Low Profit,59,138
920,53,01-11-2012,Small Market,Central,16,Leaves,Herbal Tea,Chamomile,48,141,Wisconsin,50,50,130,40,#REF!,#REF!,34%,16,11,3,3,Low Profit,53,141
959,54,01-11-2012,Small Market,East,15,Leaves,Tea,Darjeeling,51,132,Connecticut,50,60,130,27,#REF!,#REF!,39%,15,2,4,3.4,Low Profit,54,132
740,46,01-12-2012,Major Market,Central,17,Beans,Espresso,Decaf Espresso,6,103,Ohio,50,40,130,51,#REF!,#REF!,6%,17,-27,-4,0.352941176,Low Profit,46,103
630,67,01-12-2012,Major Market,Central,22,Leaves,Tea,Earl Grey,47,168,Illinois,50,40,130,54,#REF!,#REF!,28%,22,38,17,2.136363636,Low Profit,67,168
518,54,01-12-2012,Major Market,East,15,Leaves,Tea,Green Tea,52,133,New York,50,60,130,27,#REF!,#REF!,39%,15,3,4,3.466666667,Low Profit,54,133
213,67,01-12-2012,Major Market,West,22,Leaves,Tea,Green Tea,47,168,California,40,50,120,54,#REF!,#REF!,28%,22,48,27,2.136363636,Low Profit,67,168
503,41,01-12-2012,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,25,101,Oregon,40,50,120,35,#REF!,#REF!,25%,13,-19,1,1.923076923,Low Profit,41,101
715,65,01-12-2012,Small Market,Central,24,Beans,Coffee,Amaretto,22,145,Wisconsin,60,30,140,58,#REF!,#REF!,15%,24,5,5,0.916666667,Low Profit,65,145
503,47,01-12-2012,Small Market,West,42,Beans,Coffee,Amaretto,-7,112,Oregon,50,20,130,72,#REF!,#REF!,-6%,42,-18,-3,-0.166666667,Low Profit,47,112
801,49,01-12-2012,Small Market,West,16,Beans,Coffee,Colombian,21,114,Utah,50,50,130,44,#REF!,#REF!,18%,16,-16,-1,1.3125,Low Profit,49,114
509,65,01-12-2012,Small Market,West,24,Beans,Espresso,Caffe Mocha,23,145,Washington,60,30,140,57,#REF!,#REF!,16%,24,5,5,0.958333333,Low Profit,65,145
985,68,01-12-2012,Small Market,South,25,Leaves,Herbal Tea,Lemon,26,153,Louisiana,60,30,140,59,#REF!,#REF!,17%,25,13,8,1.04,Low Profit,68,153
432,76,01-10-2013,Major Market,South,21,Beans,Espresso,Decaf Espresso,116,199,Texas,40,80,120,33,#REF!,#REF!,58%,21,79,36,5.523809524,High Profit,76,199
325,52,01-10-2013,Major Market,South,17,Leaves,Herbal Tea,Chamomile,39,131,Texas,30,70,110,45,#REF!,#REF!,30%,17,21,22,2.294117647,Low Profit,52,131
815,76,01-10-2013,Major Market,Central,21,Leaves,Tea,Darjeeling,116,199,Illinois,50,80,130,33,#REF!,#REF!,58%,21,69,26,5.523809524,High Profit,76,199
815,72,01-10-2013,Major Market,Central,23,Leaves,Tea,Earl Grey,82,194,Illinois,50,50,130,55,#REF!,#REF!,42%,23,64,22,3.565217391,Low Profit,72,194
636,65,01-10-2013,Small Market,Central,20,Beans,Coffee,Decaf Irish Cream,52,151,Missouri,50,70,130,42,#REF!,#REF!,34%,20,21,15,2.6,Low Profit,65,151
417,32,01-10-2013,Small Market,Central,8,Beans,Espresso,Decaf Espresso,42,84,Missouri,30,80,110,19,#REF!,#REF!,50%,8,-26,2,5.25,Low Profit,32,84
405,82,01-10-2013,Small Market,South,27,Beans,Espresso,Decaf Espresso,96,218,Oklahoma,50,60,130,58,#REF!,#REF!,44%,27,88,32,3.555555556,Low Profit,82,218
414,56,01-10-2013,Small Market,Central,21,Beans,Coffee,Amaretto,22,134,Wisconsin,40,50,120,55,#REF!,#REF!,16%,21,14,16,1.047619048,Low Profit,56,134
405,91,01-10-2013,Small Market,South,28,Beans,Espresso,Caffe Latte,113,232,Oklahoma,50,70,130,51,#REF!,#REF!,49%,28,102,41,4.035714286,High Profit,91,232
715,60,01-10-2013,Small Market,Central,18,Leaves,Herbal Tea,Chamomile,85,169,Wisconsin,40,80,120,42,#REF!,#REF!,50%,18,49,20,4.722222222,Low Profit,60,169
937,55,01-11-2013,Major Market,Central,20,Beans,Espresso,Decaf Espresso,24,132,Ohio,70,40,150,53,#REF!,#REF!,18%,20,-18,-15,1.2,Low Profit,55,132
234,59,01-11-2013,Major Market,Central,19,Beans,Coffee,Amaretto,49,147,Ohio,50,50,130,46,#REF!,#REF!,33%,19,17,9,2.578947368,Low Profit,59,147
209,75,01-11-2013,Major Market,West,24,Leaves,Tea,Green Tea,88,201,California,50,40,130,55,#REF!,#REF!,44%,24,71,25,3.666666667,Low Profit,75,201
417,69,01-11-2013,Small Market,Central,21,Beans,Coffee,Decaf Irish Cream,56,160,Missouri,60,40,140,43,#REF!,#REF!,35%,21,20,9,2.666666667,Low Profit,69,160
503,46,01-11-2013,Small Market,West,14,Beans,Coffee,Decaf Irish Cream,47,121,Oregon,50,50,130,36,#REF!,#REF!,39%,14,-9,-4,3.357142857,Low Profit,46,121
425,75,01-11-2013,Small Market,West,23,Beans,Espresso,Decaf Espresso,67,175,Washington,70,40,150,44,#REF!,#REF!,38%,23,25,5,2.913043478,Low Profit,75,175
475,61,01-11-2013,Small Market,East,55,Beans,Espresso,Caffe Mocha,3,157,Connecticut,60,10,140,84,#REF!,#REF!,2%,55,17,1,0.054545455,Low Profit,61,157
318,47,01-11-2013,Small Market,South,13,Beans,Coffee,Colombian,65,123,Louisiana,50,60,130,24,#REF!,#REF!,53%,13,-7,-3,5,Low Profit,47,123
971,52,01-11-2013,Small Market,West,47,Beans,Coffee,Amaretto,-6,133,Oregon,60,10,140,77,#REF!,#REF!,-5%,47,-7,-8,-0.127659574,Low Profit,52,133
435,53,01-11-2013,Small Market,West,17,Beans,Coffee,Colombian,40,132,Utah,60,50,140,44,#REF!,#REF!,30%,17,-8,-7,2.352941176,Low Profit,53,132
541,59,01-11-2013,Small Market,West,19,Beans,Espresso,Caffe Mocha,49,147,Oregon,50,50,130,46,#REF!,#REF!,33%,19,17,9,2.578947368,Low Profit,59,147
262,53,01-11-2013,Small Market,Central,16,Leaves,Herbal Tea,Chamomile,71,150,Wisconsin,50,50,130,40,#REF!,#REF!,47%,16,20,3,4.4375,Low Profit,53,150
860,54,01-11-2013,Small Market,East,15,Leaves,Tea,Darjeeling,76,141,Connecticut,50,60,130,27,#REF!,#REF!,54%,15,11,4,5.066666667,Low Profit,54,141
419,46,01-12-2013,Major Market,Central,17,Beans,Espresso,Decaf Espresso,9,110,Ohio,50,40,130,51,#REF!,#REF!,8%,17,-20,-4,0.529411765,Low Profit,46,110
708,67,01-12-2013,Major Market,Central,22,Leaves,Tea,Earl Grey,70,179,Illinois,50,40,130,54,#REF!,#REF!,39%,22,49,17,3.181818182,Low Profit,67,179
585,54,01-12-2013,Major Market,East,15,Leaves,Tea,Green Tea,77,142,New York,50,60,130,27,#REF!,#REF!,54%,15,12,4,5.133333333,Low Profit,54,142
510,67,01-12-2013,Major Market,West,22,Leaves,Tea,Green Tea,70,179,California,40,50,120,54,#REF!,#REF!,39%,22,59,27,3.181818182,Low Profit,67,179
541,41,01-12-2013,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,37,108,Oregon,40,50,120,35,#REF!,#REF!,34%,13,-12,1,2.846153846,Low Profit,41,108
920,65,01-12-2013,Small Market,Central,24,Beans,Coffee,Amaretto,33,155,Wisconsin,60,30,140,58,#REF!,#REF!,21%,24,15,5,1.375,Low Profit,65,155
541,47,01-12-2013,Small Market,West,42,Beans,Coffee,Amaretto,-10,119,Oregon,50,20,130,72,#REF!,#REF!,-8%,42,-11,-3,-0.238095238,Low Profit,47,119
435,49,01-12-2013,Small Market,West,16,Beans,Coffee,Colombian,31,121,Utah,50,50,130,44,#REF!,#REF!,26%,16,-9,-1,1.9375,Low Profit,49,121
509,65,01-12-2013,Small Market,West,24,Beans,Espresso,Caffe Mocha,34,155,Washington,60,30,140,57,#REF!,#REF!,22%,24,15,5,1.416666667,Low Profit,65,155
318,68,01-12-2013,Small Market,South,25,Leaves,Herbal Tea,Lemon,39,163,Louisiana,60,30,140,59,#REF!,#REF!,24%,25,23,8,1.56,Low Profit,68,163
214,39,01-10-2012,Major Market,South,12,Beans,Coffee,Decaf Irish Cream,26,90,Texas,40,80,130,25,#REF!,#REF!,29%,12,-40,-1,2.166666667,Low Profit,39,90
936,239,01-10-2012,Major Market,South,74,Beans,Coffee,Colombian,185,520,Texas,350,340,770,96,#REF!,#REF!,36%,74,-250,-111,2.5,High Profit,239,520
210,123,01-10-2012,Major Market,South,34,Beans,Espresso,Caffe Mocha,133,302,Texas,70,100,190,46,#REF!,#REF!,44%,34,112,53,3.911764706,High Profit,123,302
225,48,01-10-2012,Small Market,South,13,Beans,Coffee,Decaf Irish Cream,45,118,Louisiana,70,80,160,25,#REF!,#REF!,38%,13,-42,-22,3.461538462,Low Profit,48,118
225,48,01-10-2012,Small Market,South,13,Beans,Coffee,Colombian,47,119,Louisiana,70,80,160,24,#REF!,#REF!,39%,13,-41,-22,3.615384615,Low Profit,48,119
505,45,01-10-2012,Small Market,South,14,Beans,Coffee,Colombian,23,114,New Mexico,50,80,160,46,#REF!,#REF!,20%,14,-46,-5,1.642857143,Low Profit,45,114
918,90,01-10-2012,Small Market,South,29,Beans,Coffee,Colombian,74,205,Oklahoma,130,140,290,41,#REF!,#REF!,36%,29,-85,-40,2.551724138,Low Profit,90,205
505,25,01-10-2012,Small Market,South,9,Beans,Espresso,Caffe Latte,-12,56,New Mexico,10,10,30,43,#REF!,#REF!,-21%,9,26,15,-1.333333333,Low Profit,25,56
225,103,01-10-2012,Small Market,South,33,Leaves,Herbal Tea,Chamomile,87,236,Louisiana,80,110,210,46,#REF!,#REF!,37%,33,26,23,2.636363636,Low Profit,103,236
504,79,01-10-2012,Small Market,South,30,Leaves,Herbal Tea,Lemon,34,177,Louisiana,60,60,150,64,#REF!,#REF!,19%,30,27,19,1.133333333,Low Profit,79,177
405,96,01-10-2012,Small Market,South,87,Leaves,Herbal Tea,Lemon,17,230,Oklahoma,80,40,200,117,#REF!,#REF!,7%,87,30,16,0.195402299,Low Profit,96,230
956,225,01-11-2012,Major Market,South,69,Beans,Coffee,Colombian,174,490,Texas,260,230,580,91,#REF!,#REF!,36%,69,-90,-35,2.52173913,High Profit,225,490
817,75,01-11-2012,Major Market,South,24,Beans,Espresso,Caffe Latte,59,189,Texas,50,40,140,55,#REF!,#REF!,31%,24,49,25,2.458333333,Low Profit,75,189
409,118,01-11-2012,Major Market,South,33,Beans,Espresso,Caffe Mocha,127,290,Texas,90,100,220,45,#REF!,#REF!,44%,33,70,28,3.848484848,High Profit,118,290
918,78,01-11-2012,Small Market,South,25,Beans,Espresso,Decaf Espresso,62,197,Oklahoma,60,40,150,57,#REF!,#REF!,31%,25,47,18,2.48,Low Profit,78,197
918,88,01-11-2012,Small Market,South,29,Beans,Coffee,Colombian,71,200,Oklahoma,100,90,230,41,#REF!,#REF!,36%,29,-30,-12,2.448275862,Low Profit,88,200
918,102,01-11-2012,Small Market,South,31,Beans,Espresso,Caffe Latte,89,245,Oklahoma,80,60,180,54,#REF!,#REF!,36%,31,65,22,2.870967742,Low Profit,102,245
337,101,01-11-2012,Small Market,South,33,Leaves,Herbal Tea,Chamomile,85,231,Louisiana,90,80,210,45,#REF!,#REF!,37%,33,21,11,2.575757576,Low Profit,101,231
505,15,01-11-2012,Small Market,South,4,Leaves,Herbal Tea,Chamomile,9,39,New Mexico,10,10,30,15,#REF!,#REF!,23%,4,9,5,2.25,Low Profit,15,39
337,82,01-11-2012,Small Market,South,31,Leaves,Herbal Tea,Lemon,38,184,Louisiana,70,40,170,64,#REF!,#REF!,21%,31,14,12,1.225806452,Low Profit,82,184
580,94,01-11-2012,Small Market,South,85,Leaves,Herbal Tea,Lemon,15,224,Oklahoma,80,20,200,115,#REF!,#REF!,7%,85,24,14,0.176470588,Low Profit,94,224
972,241,01-12-2012,Major Market,South,74,Beans,Coffee,Colombian,188,525,Texas,280,240,620,96,#REF!,#REF!,36%,74,-95,-39,2.540540541,High Profit,241,525
972,123,01-12-2012,Major Market,South,34,Beans,Espresso,Caffe Mocha,133,302,Texas,90,110,230,46,#REF!,#REF!,44%,34,72,33,3.911764706,High Profit,123,302
505,92,01-12-2012,Small Market,South,28,Beans,Coffee,Decaf Irish Cream,16,160,New Mexico,100,40,190,52,#REF!,#REF!,10%,28,-30,-8,0.571428571,Low Profit,92,160
405,88,01-12-2012,Small Market,South,29,Beans,Espresso,Decaf Espresso,72,221,Oklahoma,60,60,170,61,#REF!,#REF!,33%,29,51,28,2.482758621,Low Profit,88,221
318,49,01-12-2012,Small Market,South,13,Beans,Coffee,Colombian,46,120,Louisiana,50,70,140,25,#REF!,#REF!,38%,13,-20,-1,3.538461538,Low Profit,49,120
505,48,01-12-2012,Small Market,South,15,Beans,Coffee,Colombian,27,122,New Mexico,50,50,140,47,#REF!,#REF!,22%,15,-18,-2,1.8,Low Profit,48,122
405,81,01-12-2012,Small Market,South,26,Beans,Coffee,Colombian,66,185,Oklahoma,90,100,220,38,#REF!,#REF!,36%,26,-35,-9,2.538461538,Low Profit,81,185
505,20,01-12-2012,Small Market,South,7,Beans,Espresso,Caffe Latte,-15,45,New Mexico,10,-10,30,40,#REF!,#REF!,-33%,7,15,10,-2.142857143,Low Profit,20,45
918,134,01-12-2012,Small Market,South,41,Beans,Espresso,Caffe Latte,121,320,Oklahoma,100,90,240,65,#REF!,#REF!,38%,41,80,34,2.951219512,High Profit,134,320
225,94,01-12-2012,Small Market,South,31,Leaves,Herbal Tea,Chamomile,77,214,Louisiana,80,70,190,43,#REF!,#REF!,36%,31,24,14,2.483870968,Low Profit,94,214
505,16,01-12-2012,Small Market,South,4,Leaves,Herbal Tea,Chamomile,9,41,New Mexico,10,10,30,16,#REF!,#REF!,22%,4,11,6,2.25,Low Profit,16,41
580,105,01-12-2012,Small Market,South,95,Leaves,Herbal Tea,Lemon,20,250,Oklahoma,90,30,230,125,#REF!,#REF!,8%,95,20,15,0.210526316,Low Profit,105,250
281,39,01-10-2013,Major Market,South,12,Beans,Coffee,Decaf Irish Cream,39,96,Texas,40,80,130,25,#REF!,#REF!,41%,12,-34,-1,3.25,Low Profit,39,96
432,239,01-10-2013,Major Market,South,74,Beans,Coffee,Colombian,275,554,Texas,350,340,770,96,#REF!,#REF!,50%,74,-216,-111,3.716216216,High Profit,239,554
817,123,01-10-2013,Major Market,South,34,Beans,Espresso,Caffe Mocha,197,322,Texas,70,100,190,46,#REF!,#REF!,61%,34,132,53,5.794117647,High Profit,123,322
985,48,01-10-2013,Small Market,South,13,Beans,Coffee,Decaf Irish Cream,67,126,Louisiana,70,80,160,25,#REF!,#REF!,53%,13,-34,-22,5.153846154,Low Profit,48,126
337,48,01-10-2013,Small Market,South,13,Beans,Coffee,Colombian,70,127,Louisiana,70,80,160,24,#REF!,#REF!,55%,13,-33,-22,5.384615385,Low Profit,48,127
505,45,01-10-2013,Small Market,South,14,Beans,Coffee,Colombian,34,121,New Mexico,50,80,160,46,#REF!,#REF!,28%,14,-39,-5,2.428571429,Low Profit,45,121
918,90,01-10-2013,Small Market,South,29,Beans,Coffee,Colombian,110,218,Oklahoma,130,140,290,41,#REF!,#REF!,50%,29,-72,-40,3.793103448,High Profit,90,218
505,25,01-10-2013,Small Market,South,9,Beans,Espresso,Caffe Latte,-18,60,New Mexico,10,10,30,43,#REF!,#REF!,-30%,9,30,15,-2,Low Profit,25,60
318,103,01-10-2013,Small Market,South,33,Leaves,Herbal Tea,Chamomile,129,251,Louisiana,80,110,210,46,#REF!,#REF!,51%,33,41,23,3.909090909,High Profit,103,251
225,79,01-10-2013,Small Market,South,30,Leaves,Herbal Tea,Lemon,50,189,Louisiana,60,60,150,64,#REF!,#REF!,26%,30,39,19,1.666666667,Low Profit,79,189
918,96,01-10-2013,Small Market,South,87,Leaves,Herbal Tea,Lemon,25,245,Oklahoma,80,40,200,117,#REF!,#REF!,10%,87,45,16,0.287356322,Low Profit,96,245
432,225,01-11-2013,Major Market,South,69,Beans,Coffee,Colombian,258,522,Texas,260,230,580,91,#REF!,#REF!,49%,69,-58,-35,3.739130435,High Profit,225,522
806,75,01-11-2013,Major Market,South,24,Beans,Espresso,Caffe Latte,88,201,Texas,50,40,140,55,#REF!,#REF!,44%,24,61,25,3.666666667,Low Profit,75,201
915,118,01-11-2013,Major Market,South,33,Beans,Espresso,Caffe Mocha,188,309,Texas,90,100,220,45,#REF!,#REF!,61%,33,89,28,5.696969697,High Profit,118,309
580,78,01-11-2013,Small Market,South,25,Beans,Espresso,Decaf Espresso,92,210,Oklahoma,60,40,150,57,#REF!,#REF!,44%,25,60,18,3.68,Low Profit,78,210
